member_id,full_name,student_id,email,faculty_code,entrance_year,grade,discord_user_id,discord_username,teams,roles,status,email_verified,email_verified_at,merge_target_member_id,approved_by,approved_at,created_at,last_login_at,updated_at,notify_optout
mem_seed_087,メンバー87,072300087,member087@example.com,07,23,B3,discord_087,member087,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_088,メンバー88,082300088,member088@example.com,08,23,B3,discord_088,member088,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_089,メンバー89,092300089,member089@example.com,09,23,B3,discord_089,member089,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_090,メンバー90,012300090,member090@example.com,01,23,B3,discord_090,member090,"すまい,PC,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_091,メンバー91,022200091,member091@example.com,02,22,B4,discord_091,member091,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_092,メンバー92,032200092,member092@example.com,03,22,B4,discord_092,member092,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_093,メンバー93,042200093,member093@example.com,04,22,B4,discord_093,member093,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_094,メンバー94,052200094,member094@example.com,05,22,B4,discord_094,member094,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_095,メンバー95,062200095,member095@example.com,06,22,B4,discord_095,member095,"キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_096,メンバー96,072200096,member096@example.com,07,22,B4,discord_096,member096,"すまい,PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_097,メンバー97,082200097,member097@example.com,08,22,B4,discord_097,member097,提案,Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_098,メンバー98,092200098,member098@example.com,09,22,B4,discord_098,member098,"すまい,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_099,メンバー99,012200099,member099@example.com,01,22,B4,discord_099,member099,"PC,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
mem_seed_100,メンバー100,022200100,member100@example.com,02,22,B4,discord_100,member100,"すまい,キャリア,提案",Member,active,True,2026-03-31T13:45:46.770655+00:00,,seed,2026-03-31T13:45:46.770655+00:00,2026-03-24T13:45:46.770655+00:00,2026-03-30T13:45:46.770655+00:00,2026-03-31T13:45:46.770655+00:00,
